CaseId,Evaluation
200457,0.0
200458,0.2584512990522249
200459,0.9818643578643578
200460,0.0
200461,0.20287732880929016
200462,0.0
200463,0.11576578546714977
200464,1.0
200465,0.5407907890836718
200466,0.0
200467,0.0
200468,0.0
200469,0.0
200470,0.0
200471,0.3065683528764617
200472,0.5553300755046086
200473,0.056286049914750086
200474,0.0
200475,0.002150385964487712
200476,0.0
200477,0.7089706228786268
200478,0.0
200479,0.6790670295630906
200480,0.0
200481,0.0
200482,0.0
200483,0.0
200484,0.0
200485,0.0
200486,0.9771825961850833
200487,0.0
200488,0.0
200489,0.13446889054358085
200490,0.0
200491,0.10552179656393644
200492,0.11739764008312772
200493,0.0
200494,0.0
200495,0.0
200496,0.008609848297656942
200497,0.571969679301447
200498,0.0
200499,0.0
200500,1.0
200501,0.0
200502,0.12461692914115842
200503,0.07387762571964544
200504,0.0
200505,0.0
200506,0.0
200507,0.0
200508,0.3840043697975126
200509,0.0
200510,0.0
200511,0.0
200512,0.292421579552526
200513,0.0
200514,0.04009167927613721
200515,0.0
200516,0.0
200517,0.0
200518,0.0
200519,0.0
200520,0.0
200521,0.0
200522,0.0
200523,0.0
200524,0.002150385964487712
200525,0.030342119270141937
200526,0.6203875921393184
200527,0.7870342783532167
200528,0.18716863877742515
200529,0.7453134715489024
200530,0.0
200531,0.0
200532,0.14019458514848482
200533,0.0
200534,0.28644851431090346
200535,0.0
200536,0.8382274114774111
200537,0.0
200538,0.0
200539,0.15898625745024308
200540,0.0
200541,0.0
200542,0.0
200543,0.0
200544,0.0
200545,0.5699186369186368
200546,0.3810172283655703
200547,0.0
200548,0.0
200549,0.0
200550,0.0
200551,1.0
200552,0.06996728337995861
200553,0.0
200554,0.0
200555,0.11739764008312772
200556,0.36748857811577246
200557,0.4942525252525254
200558,0.0
200559,0.0
200560,0.05551141946310932
200561,0.0
200562,0.0
200563,0.002150385964487712
200564,0.29108333333333336
200565,0.056286049914750086
200566,0.0
200567,0.0
200568,0.11739764008312772
200569,0.7653267245848169
200570,0.013427421453329385
200571,0.0
200572,0.0
200573,0.0
200574,0.54
200575,0.0
200576,0.0
200577,0.033276828335520744
200578,0.0
200579,0.3835810754517366
200580,0.0
200581,0.0
200582,0.5407907890836718
200583,0.0
200584,0.40337355093207405
200585,0.0
200586,0.0
200587,0.0
200588,0.0
200589,0.0
200590,0.9553333333333335
200591,0.3975067046255966
200592,0.6429823232323233
200593,0.018029466208715244
200594,0.0
200595,0.3840043697975126
200596,0.2678634320406453
200597,0.0
200598,0.0
200599,0.0
200600,0.20287732880929016
200601,0.0
200602,0.5421185101234366
200603,0.6188210795465693
200604,0.0
200605,0.0
200606,0.0
200607,0.0
200608,0.0
200609,0.20287732880929016
200610,0.0
200611,0.005377780297001546
200612,0.3610022958463259
200613,0.008609848297656942
200614,0.0
200615,0.0
200616,0.5553300755046086
200617,0.0
200618,0.0
200619,0.0
200620,0.15588143747743674
200621,0.0
200622,0.0
200623,0.0
200624,0.0
200625,0.13415634724884803
200626,0.0
200627,0.11739764008312772
200628,0.009487555113506425
200629,0.0
200630,0.0
200631,0.39934713638453045
200632,0.0
200633,0.0
200634,0.20821031746031746
200635,0.33664928634028685
200636,0.3775152688493692
200637,0.0
200638,0.0
200639,0.0
200640,0.0
200641,0.0
200642,0.7496566253328997
200643,0.3157132910767615
200644,0.0
200645,0.19023403743138342
200646,0.0
200647,0.033276828335520744
200648,0.0
200649,0.99
200650,0.0
200651,0.0
200652,0.0
200653,0.005352051320917223
200654,0.12461692914115842
200655,0.0
200656,0.0
200657,0.0
200658,0.05551141946310932
200659,0.0
200660,0.0
200661,0.0
200662,0.99
200663,0.0
200664,0.6829279970279575
200665,1.0
200666,0.0
200667,0.20287732880929016
200668,0.008609848297656942
200669,0.0
200670,0.0
200671,0.14196836768367077
200672,0.0
200673,0.3840043697975126
200674,0.0
200675,0.11739764008312772
200676,0.0
200677,0.12461692914115842
200678,0.0
200679,0.0
200680,0.35342277167277175
200681,0.056286049914750086
200682,0.008086285655376618
200683,0.0
200684,0.0
200685,0.02
200686,0.12461692914115842
200687,0.0
200688,0.0
200689,0.0
200690,0.0
200691,0.0
200692,1.0
200693,0.04801129534651304
200694,0.4060142068903106
200695,0.0
200696,0.0
200697,1.0
200698,0.0
200699,0.0
200700,0.12461692914115842
200701,0.7703328466961439
200702,0.0
200703,1.0
200704,0.0
200705,0.0
200706,0.0
200707,0.0
200708,0.3810172283655703
200709,0.0
200710,0.0
200711,0.0
200712,0.2584512990522249
200713,0.0
200714,0.8392558097243199
200715,0.01
200716,0.98
200717,0.3835810754517366
200718,0.0
200719,1.0
200720,0.0
200721,0.0
200722,0.0
200723,0.0
200724,0.0
200725,0.0
200726,0.0
200727,0.0
200728,0.0
200729,0.0
200730,0.2862487365938104
200731,0.0
200732,0.0
200733,0.2862487365938104
200734,0.0
200735,0.0
200736,0.9560126739244531
200737,0.4693542568542571
200738,0.0
200739,1.0
200740,0.2584512990522249
200741,0.9845516606365411
200742,0.0
200743,0.0
200744,0.0
200745,1.0
200746,0.0
200747,0.0
200748,0.6504191399896836
200749,0.0
200750,0.0
200751,0.14019458514848482
200752,0.7591831285110753
200753,0.0
200754,0.12461692914115842
200755,0.0
200756,0.0
200757,0.6953441953493145
200758,0.0
200759,0.0
200760,0.0
200761,0.0
200762,0.5368835476674998
200763,0.009487555113506425
200764,0.0
200765,0.0
200766,0.0
200767,0.0
200768,0.0
200769,0.0
200770,0.0
200771,0.0
200772,0.3285190766173616
200773,0.8812944523435654
200774,0.009063356940358328
200775,0.0
200776,0.0
200777,0.0
200778,0.0
200779,0.0
200780,0.0
200781,0.0
200782,0.30586310397550226
200783,0.0
200784,0.0
200785,0.0
200786,0.0
200787,0.0
200788,0.0
200789,0.0
200790,0.0
200791,0.20287732880929016
200792,0.7962417436599335
200793,0.0
200794,0.0
200795,0.0
200796,0.41847077561769974
200797,0.0
200798,0.0
200799,0.0
200800,0.0
200801,0.0
200802,0.0
200803,0.0
200804,0.12116448029975879
200805,0.0
200806,0.0
200807,0.12461692914115842
200808,0.25464517046558777
200809,0.0
200810,0.0
200811,0.01
200812,0.0
200813,0.0
200814,0.05360661759698957
200815,0.0
200816,0.0
200817,0.0
200818,0.0
200819,0.0
200820,0.0
200821,0.0
200822,0.002150385964487712
200823,1.0
200824,0.20287732880929016
200825,0.005352051320917223
200826,0.0
200827,0.0
200828,0.0
200829,0.0
200830,0.6482856055477214
200831,0.0
200832,0.12461692914115842
200833,0.0
200834,0.4720513658373116
200835,0.0
200836,0.0
200837,0.0
200838,0.0
200839,0.6420508658008657
200840,0.2978354978354978
200841,0.0
200842,0.0
200843,0.0
200844,0.0
200845,0.5407907890836718
200846,0.002261904761904762
200847,0.3615714038870214
200848,0.873524672695725
200849,0.056286049914750086
200850,0.0
200851,0.017952939470725772
200852,0.0
200853,0.0
200854,0.0
200855,0.0486444566430529
200856,0.0
200857,0.8666695846383078
200858,0.4623333333333333
200859,0.12116448029975879
200860,0.9224673694351297
200861,0.0
200862,0.0
200863,0.022641909128188295
200864,0.6829279970279575
200865,0.7305493142703183
200866,0.0
200867,0.0
200868,0.14019458514848482
200869,0.0
200870,0.8414401988577864
200871,0.0
200872,0.49066666666666686
200873,0.0
200874,0.031028571428571426
200875,0.775960658462639
200876,0.0
200877,1.0
200878,0.0
200879,0.22305961063156482
200880,0.0
200881,0.0
200882,0.0
200883,0.0
200884,0.0
200885,0.0
200886,0.0
200887,0.0486444566430529
200888,0.00798018633798553
200889,0.0
200890,0.0
200891,0.0
200892,0.0
200893,0.3810172283655703
200894,0.3154880952380952
200895,0.0
200896,0.16328228008701612
200897,0.0
200898,0.003333333333333333
200899,0.0
200900,0.0
200901,0.0
200902,0.0
200903,0.0
200904,0.12461692914115842
200905,0.0
200906,0.002150385964487712
200907,0.12461692914115842
200908,0.0
200909,0.0
200910,0.0
200911,0.0
200912,0.0
200913,0.0
200914,0.0
200915,0.0
200916,0.0
200917,1.0
200918,0.0
200919,1.0
200920,0.0
200921,0.056286049914750086
200922,0.775960658462639
200923,0.20287732880929016
200924,0.0
200925,0.0
200926,1.0
200927,0.292421579552526
200928,0.0
200929,0.34114748330385447
200930,1.0
200931,0.09592264517175436
200932,0.0
200933,0.0
200934,0.0
200935,0.05551141946310932
200936,0.0
200937,0.0
200938,0.0
200939,0.7334523809523809
200940,0.0
200941,0.18716863877742515
200942,0.0
200943,0.14071707244039472
200944,0.0
200945,0.0
200946,0.11739764008312772
200947,0.3285190766173616
200948,1.0
200949,0.6789998179280115
200950,0.0
200951,0.0
200952,0.7453134715489024
200953,0.0
200954,0.0
200955,0.6470897257870456
200956,0.0
200957,0.0
200958,0.11065352187206345
200959,0.0
200960,0.0
200961,0.8362233044733045
200962,0.0
200963,0.0
200964,0.0
200965,0.044448618937112314
200966,0.0
200967,0.12116448029975879
200968,0.0
200969,0.0
200970,0.0
200971,0.0
200972,0.0
200973,0.0
200974,0.775960658462639
200975,0.19023403743138342
200976,0.0
200977,0.0
200978,0.22780639231174488
200979,0.0
200980,0.6829279970279575
200981,0.7510637561803593
200982,0.0
200983,0.14071707244039472
200984,0.14019458514848482
200985,0.0
200986,0.3954754689754688
200987,0.6817073482073481
200988,0.0
200989,0.2902142857142857
200990,0.03678571428571429
200991,0.0
200992,0.6344895833333333
200993,0.11698491208605322
200994,0.0
200995,0.0
200996,0.0
200997,0.0
200998,0.0
200999,0.11739764008312772
201000,0.0
201001,0.0
201002,0.0
201003,0.841573593073593
201004,0.0
201005,0.0
201006,0.0
201007,0.33664928634028685
201008,0.0
201009,0.16328228008701612
201010,0.11065352187206345
201011,0.4006374011695219
201012,0.0486444566430529
201013,0.0
201014,0.0
201015,0.12031783294156234
201016,0.0
201017,0.0
201018,0.0
201019,0.0
201020,0.11739764008312772
201021,0.9560126739244531
201022,0.0
201023,0.14196836768367077
201024,0.0
201025,0.0
201026,0.0
201027,1.0
201028,0.0
201029,0.0
201030,0.0
201031,0.0
201032,0.0
201033,1.0
201034,0.0
201035,0.0
201036,0.38510606060606056
201037,0.0
201038,0.0
201039,0.6829279970279575
201040,0.7453134715489024
201041,0.005377780297001546
201042,0.7453134715489024
201043,0.0
201044,0.09816666666666667
201045,0.0
201046,0.3285190766173616
201047,0.0
201048,0.2101793960228144
201049,0.008609848297656942
201050,0.0
201051,0.22780639231174488
201052,0.0486444566430529
201053,0.775960658462639
201054,0.0
201055,0.0
201056,0.5562696565130776
201057,0.0
201058,0.0
201059,0.0
201060,0.04741666666666667
201061,0.0
201062,0.0
201063,0.0
201064,0.0
201065,0.0
201066,0.0
201067,0.0
201068,0.14019458514848482
201069,0.9033333333333333
201070,0.0
201071,0.0
201072,0.0
201073,0.8246173844408458
201074,0.38694947278969005
201075,1.0
201076,0.22227308802308798
201077,0.12461692914115842
201078,0.7453134715489024
201079,0.0
201080,0.0
201081,0.0
201082,0.005377780297001546
201083,0.0
201084,0.0
201085,0.0
201086,0.0
201087,1.0
201088,0.0
201089,0.5060847968234299
201090,0.0
201091,0.07791551342871893
201092,0.0
201093,0.0
201094,1.0
201095,0.15239402975330837
201096,0.0
201097,0.010714285714285714
201098,0.16328228008701612
201099,0.12461692914115842
201100,0.7583033763662166
201101,0.33664928634028685
201102,0.14019458514848482
201103,0.34380650051062633
201104,1.0
201105,0.0
201106,0.0
201107,0.3802054514113338
201108,0.0
201109,0.0
201110,0.0
201111,0.0
201112,0.3790762354410224
201113,0.0
201114,0.0
201115,0.0
201116,0.0
201117,0.16328228008701612
201118,0.0
201119,0.0
201120,0.0
201121,0.9771825961850833
201122,0.3835810754517366
201123,0.0
201124,0.05551141946310932
201125,0.0
201126,0.0
201127,0.0
201128,0.9423983251380936
201129,0.538335640784273
201130,0.002150385964487712
201131,0.33664928634028685
201132,0.0
201133,0.0
201134,0.04801129534651304
201135,0.0
201136,0.0
201137,0.0
201138,0.0
201139,0.0
201140,0.0
201141,0.0
201142,0.378240026127158
201143,0.0
201144,0.8866111111111111
201145,0.12461692914115842
201146,0.0
201147,0.0
201148,0.05551141946310932
201149,0.14019458514848482
201150,0.0
201151,0.7653267245848169
201152,0.34568879937234165
201153,0.14019458514848482
201154,0.0
201155,0.0
201156,0.08450002980650513
201157,0.0
201158,0.3687235089637884
201159,0.0
201160,0.15239402975330837
201161,0.0
201162,0.03
201163,0.002150385964487712
201164,0.0
201165,0.0
201166,0.0
201167,0.0
201168,0.0
201169,0.0
201170,0.33664928634028685
201171,0.7510637561803593
201172,0.99
201173,0.5241937198856855
201174,0.0
201175,0.12461692914115842
201176,0.0
201177,0.0
201178,0.0
201179,0.27133999835606554
201180,0.0
201181,0.4353259985088509
201182,0.572897449428883
201183,0.0
201184,1.0
201185,0.0
201186,0.002150385964487712
201187,0.0
201188,0.0
201189,0.9845516606365411
201190,0.11739764008312772
201191,0.0
201192,0.0
201193,0.028968302308250073
201194,0.11739764008312772
201195,0.0
201196,0.0
201197,0.0
201198,0.0
201199,0.0
201200,0.46649999999999997
201201,0.0
201202,0.0
201203,0.0
201204,0.11576578546714977
201205,0.0
201206,0.0
201207,0.0
201208,0.3840043697975126
201209,0.832974635314805
201210,0.19230252100840337
201211,0.0
201212,0.002150385964487712
201213,0.0
201214,0.0
201215,0.0
201216,0.0
201217,0.004144391526182949
201218,0.0
201219,0.0
201220,0.0
201221,0.22305961063156482
201222,0.0
201223,0.0
201224,0.0
201225,0.0
201226,0.0
201227,0.0
201228,0.16283621933621933
201229,0.0
201230,0.0
201231,0.0
201232,0.0
201233,0.0
201234,0.0
201235,0.029406987957221346
201236,0.022641909128188295
201237,0.0
201238,0.0
201239,0.0
201240,0.7510637561803593
201241,0.0
201242,0.016666666666666666
201243,0.0
201244,0.005460733360106778
201245,0.0
201246,0.0
201247,0.0
201248,0.0
201249,0.8566666666666667
201250,0.12116448029975879
201251,0.0
201252,0.0
201253,0.0
201254,0.0
201255,0.9845516606365411
201256,0.07770922754237249
201257,0.14071707244039472
201258,0.14019458514848482
201259,0.02
201260,0.0
201261,0.0
201262,0.0
201263,0.0
201264,0.9966666666666666
201265,0.0
201266,0.0
201267,0.5685842401062992
201268,0.0
201269,0.0
201270,0.0
201271,0.7545039682539683
201272,0.6829279970279575
201273,0.7453134715489024
201274,0.8580602730602732
201275,0.12461692914115842
201276,0.0
201277,0.0
201278,0.0
201279,0.01969727416816343
201280,0.0
201281,0.025838156819606065
201282,0.0
201283,0.022641909128188295
201284,0.492547619047619
201285,0.0
201286,0.06996728337995861
201287,1.0
201288,0.12461692914115842
201289,0.6790670295630906
201290,0.14071707244039472
201291,0.98
201292,0.8872620675937446
201293,0.0
201294,0.005460733360106778
201295,0.03821758668632349
201296,0.0
201297,0.0
201298,0.2916822452794808
201299,0.0
201300,0.0
201301,0.0
201302,0.0
201303,0.0486444566430529
201304,0.0
201305,0.0
201306,0.0
201307,0.2584512990522249
201308,0.2584512990522249
201309,0.3790762354410224
201310,0.0
201311,0.0
201312,0.05970581914539227
201313,0.16328228008701612
201314,0.0
201315,0.0
201316,0.0
201317,0.0
201318,0.0
201319,1.0
201320,0.4353259985088509
201321,0.7653267245848169
201322,0.0
201323,0.41847077561769974
201324,0.010815308510488788
201325,0.0
201326,0.0
201327,0.0
201328,0.0
201329,0.0
201330,0.0
201331,0.0
201332,0.6346885749128546
201333,0.0
201334,0.0
201335,0.36748857811577246
201336,0.0
201337,0.3840043697975126
201338,0.7888347179406097
201339,0.14019458514848482
201340,0.0
201341,0.11727272727272726
201342,0.0
201343,0.0
201344,0.7962417436599335
201345,0.0
201346,0.0
201347,0.0
201348,0.0
201349,0.0
201350,0.20287732880929016
201351,0.23994672953677154
201352,0.01969727416816343
201353,0.03666666666666667
201354,0.24216128790865343
201355,0.09905878709417076
201356,0.056286049914750086
201357,0.0
201358,0.0
201359,0.12461692914115842
201360,0.0
201361,0.41847077561769974
201362,0.0
201363,0.0
201364,0.0
201365,0.0
201366,0.0
201367,0.0
201368,0.0
201369,0.028968302308250073
201370,0.7305493142703183
201371,0.0
201372,0.7453134715489024
201373,0.12461692914115842
201374,0.0
201375,0.014378843671401645
201376,0.0
201377,0.0
201378,0.0
201379,1.0
201380,0.0
201381,0.40583986921855164
201382,0.0
201383,0.24882026447594252
201384,0.0
201385,0.0
201386,0.0
201387,0.34114748330385447
201388,0.00508218825633025
201389,0.22305961063156482
201390,0.07391261274663831
201391,0.00798018633798553
201392,0.056286049914750086
201393,0.0
201394,0.022641909128188295
201395,0.0
201396,0.0
201397,0.0
201398,0.0
201399,0.7888347179406097
201400,0.0
201401,0.0
201402,0.0
201403,0.0
201404,0.0
201405,0.0
201406,0.6600912698412698
201407,0.002857142857142857
201408,0.0
201409,0.0
201410,0.0
201411,0.0
201412,0.002150385964487712
201413,0.36
201414,0.0
201415,0.0
201416,0.0
201417,0.0
201418,0.14019458514848482
201419,0.0
201420,0.378240026127158
201421,0.2584512990522249
201422,0.3835810754517366
201423,0.2862487365938104
201424,0.4688983996748999
201425,0.009487555113506425
201426,0.0
201427,1.0
201428,0.3840043697975126
201429,0.0
201430,0.3285190766173616
201431,0.0
201432,0.0
201433,0.11133333333333334
201434,0.11739764008312772
201435,0.018029466208715244
201436,0.0
201437,0.0
201438,0.20287732880929016
201439,0.0
201440,0.0
201441,0.0
201442,0.11739764008312772
201443,0.6829279970279575
201444,0.0
201445,0.0
201446,0.002150385964487712
201447,0.0
201448,0.00508218825633025
201449,0.0
201450,0.0
201451,0.0
201452,0.33664928634028685
201453,0.7703328466961439
201454,0.0
201455,0.0
201456,0.0
201457,0.3840043697975126
201458,0.8108015873015872
201459,0.01
201460,0.24882026447594252
201461,0.7591831285110753
201462,0.12461692914115842
201463,0.0
201464,0.7703328466961439
201465,0.0
201466,0.0
201467,0.0
201468,0.005460733360106778
201469,0.0
201470,0.0
201471,0.0
201472,0.34114748330385447
201473,0.005352051320917223
201474,0.0
201475,0.0
201476,0.12764433768920228
201477,0.6346885749128546
201478,0.0
201479,0.12461692914115842
201480,0.0
201481,0.0
201482,0.0
201483,0.025838156819606065
201484,0.30586310397550226
201485,0.0
201486,0.7962417436599335
201487,0.05360661759698957
201488,0.0
201489,0.7496566253328997
201490,0.0
201491,0.002150385964487712
201492,0.0
201493,0.04801129534651304
201494,0.2101793960228144
201495,0.23406541550914498
201496,0.0
201497,0.0
201498,0.0
201499,0.0
201500,0.0
201501,0.0
201502,0.6456666666666666
201503,0.0
201504,0.0
201505,0.0
201506,0.7453134715489024
201507,0.0
201508,0.0
201509,0.0
201510,0.0
201511,0.0
201512,0.0
201513,0.0
201514,0.0
201515,0.0
201516,0.008086285655376618
201517,0.09292635300307898
201518,0.7171071428571429
201519,0.019166666666666665
201520,1.0
201521,0.3840043697975126
201522,0.0
201523,0.6467544644897585
201524,0.7496566253328997
201525,0.0
201526,0.0
201527,0.0
201528,0.0
201529,0.20287732880929016
201530,0.30586310397550226
201531,0.0
201532,0.8844473897026286
201533,0.16328228008701612
201534,0.0
201535,0.0
201536,0.13403276238705508
201537,0.0
201538,0.12031783294156234
201539,0.7375773515254519
201540,0.97
201541,0.12461692914115842
201542,0.0
201543,0.0
201544,0.0
201545,0.0
201546,0.7145089836716132
201547,0.0
201548,0.0
201549,0.12461692914115842
201550,0.0
201551,0.0
201552,0.0
201553,0.0
201554,0.0
201555,0.0
201556,0.0
201557,0.0
201558,0.0
201559,0.0
201560,0.0
201561,0.2822139555662422
201562,0.0
201563,0.03701937413778855
201564,0.056286049914750086
201565,0.0
201566,0.0
201567,0.0
201568,0.0
201569,0.14019458514848482
201570,0.0
201571,0.0
201572,0.0
201573,0.0
201574,0.0
201575,1.0
201576,0.9560126739244531
201577,0.0
